x,y
696.0,1443.0
3950.0,3950.0
3950.0,3511.666015625
3950.0,50.0
908.666015625,51.0
498.3330078125,51.0
2415.0,1129.0
1577.0,1588.0
1580.0,1125.0
2878.0,1124.0
1433.0,3296.0
3390.0,1023.0
3950.0,508.0
3950.0,923.0
3950.0,1780.0
3950.0,1352.0
3950.0,2199.0
3950.0,3086.0
3950.0,2668.0
1338.0,52.0
2649.0,51.0
1804.0,50.0
2236.0,52.0
3091.0,51.0
3538.0,50.0
1294.0,3950.0
2278.0,3950.0
3112.0,3950.0
1851.0,3950.0
875.0,3950.0
2706.0,3950.0
471.0,3950.0
3514.0,3950.0
1574.0,2430.0
2413.0,2432.0
1140.0,2426.0
2868.0,2437.0
1991.0,2430.0
3330.0,2430.0
50.0,3948.0
50.0,50.0
53.0,2206.0
50.0,1346.0
50.0,3085.0
51.0,2655.0
52.0,886.0
50.0,3487.0
50.0,1780.0
3197.0,3366.0
50.0,460.0
