x,y
50.1,50.1
51.000000000000014,459.70000610351747
51.000000000000014,885.500048828127
52.90000076293955,1346.4999999999927
50.300000000000004,1779.9000244140552
53.100000000000044,2206.9999999999927
53.40000000000005,2655.8999511718675
50.0,3085.1999999999925
50.0,3487.1999511718677
50.2,3949.5000488281175
471.70001220703307,3949.9999999999927
875.4000244140643,3949.9999999999927
1294.9999999999927,3949.9999999999927
1851.8000244140549,3949.9000488281176
2279.0999999999926,3949.9999999999927
2706.1999511718677,3949.9999999999927
3111.9999999999927,3949.9999999999927
3514.1999999999925,3949.9999999999927
3949.9999999999927,3949.9999999999927
3949.9999999999927,3511.8659667968677
3949.9999999999927,3086.9999023437426
3949.9999999999927,2667.9999999999927
3949.9999999999927,2199.8000976562425
3949.9999999999927,1781.5999755859289
3949.9999999999927,1352.29997558593
3949.9999999999927,508.20000000000186
3949.9999999999927,919.8999877929697
3949.9999999999927,50.60000000000001
3538.6999023437425,50.0
3091.5000488281175,51.50000000000002
2650.0000488281175,53.100000000000044
2236.6000488281175,54.30000000000012
1804.5999755859302,51.000000000000014
1337.3999511718675,51.000000000000014
909.1660156250018,52.20000000000003
499.13299560547057,51.20000000000002
1990.9999999999927,2429.9999999999927
3330.3999023437427,2430.1000976562427
1138.9999999999923,2425.599951171868
2868.1000976562427,2436.3999023437427
1571.9000244140552,2429.3999023437427
2412.9999999999927,2431.9999999999927
2876.899951171868,1123.9999999999927
2416.6000488281175,1131.0999755859298
1577.29997558593,1587.6999755859301
1582.100024414055,1126.3000488281177
694.4999755859394,1447.1999267578053
3196.9999999999927,3365.9999999999927
1434.79997558593,3295.9999023437426
3388.099999999995,1022.3999877929705
