x,y
3949.999999999999,3949.999999999999
3949.999999999999,3511.8659179687484
3949.999999999999,51.100000000000016
908.2660278320313,52.10000152587893
497.9330017089844,51.90000152587893
3949.999999999999,509.4000061035159
3949.999999999999,923.4000244140627
3949.999999999999,1780.099999999999
3949.999999999999,1352.199999999999
3949.999999999999,2199.700097656249
3949.999999999999,3087.000048828124
3949.999999999999,2667.999999999999
1336.9000244140611,51.20000076293947
2649.399902343749,50.80000000000001
1804.7999755859364,51.40000076293947
2236.199951171874,52.20000076293947
3091.6999999999985,53.999999237060564
3539.999999999998,50.1
1294.900048828124,3949.999999999999
2278.699902343749,3949.999999999999
3111.999999999999,3949.999999999999
1850.999999999999,3949.999999999999
875.4000244140627,3949.999999999999
2706.399902343749,3949.999999999999
471.60000610351585,3949.999999999999
3514.199999999999,3949.999999999999
50.50000000000001,3948.500097656249
50.60000000000001,51.40000152587892
53.000000000000014,2206.800048828124
52.79999923706056,1346.5000244140615
50.0,3085.3999999999987
52.90000076293948,2656.0000976562487
50.80000000000001,885.5000244140628
50.0,3487.499902343749
50.0,1780.099999999999
50.70000000000001,460.0000000000002
694.6,1442.6
2417.0,1130.8
1577.2,1588.0
1582.0,1126.4
2878.4,1124.6
1422.6,3301.4
3387.6,1022.8
1571.6,2429.6
2413.0,2432.0
1137.6,2425.8
2868.0,2437.0
1991.0,2430.0
3330.6,2429.4
3200.0,3360.8
