x,y
695.7000000000004,1443.3999999999978
3949.999999999998,3949.999999999998
3949.999999999998,3511.866015624998
3949.999999999998,50.60000000000001
908.8660156250005,51.500000000000036
498.83300781250057,51.400000000000034
2416.9999999999964,1130.9999999999964
1577.4999999999977,1587.7999999999984
1581.9999999999964,1126.399999999997
2878.8999999999974,1124.6999999999975
1434.299999999997,3296.099999999998
3390.4999999999977,1022.8000000000004
3949.999999999998,508.00000000000045
3949.999999999998,923.9000000000007
3949.999999999998,1780.099999999998
3949.999999999998,1352.199999999998
3949.999999999998,2199.7999999999975
3949.999999999998,3086.9999999999973
3949.999999999998,2667.999999999998
1337.3999999999987,51.100000000000016
2649.4999999999977,51.00000000000003
1803.9999999999982,51.000000000000014
2235.999999999998,52.400000000000034
3091.299999999998,51.20000000000003
3538.399999999998,50.0
1294.7999999999975,3949.8999999999983
2279.099999999997,3949.999999999998
3111.999999999998,3949.999999999998
1851.7999999999975,3949.8999999999983
875.4000000000005,3949.999999999998
2706.199999999998,3949.999999999998
471.7000000000006,3949.999999999998
3514.199999999998,3949.999999999998
1574.5999999999976,2429.999999999998
2412.999999999998,2431.999999999998
1140.7999999999975,2426.199999999998
2868.099999999998,2436.3999999999987
1990.9999999999982,2429.999999999998
3330.399999999998,2430.099999999998
50.2,3949.399999999997
50.2,51.500000000000036
53.10000000000003,2206.9999999999973
52.00000000000004,1346.4999999999977
50.0,3085.199999999998
52.50000000000005,2655.8999999999974
50.90000000000001,885.6000000000004
50.0,3487.199999999998
50.300000000000004,1779.8999999999983
3196.999999999998,3365.999999999998
51.00000000000003,460.2000000000005
