x,y
50.0,50.3
50.89999999999999,459.60001220703145
50.89999999999999,884.8000244140617
54.19999999999996,1346.499999999999
50.3,1779.9000244140616
53.09999847412104,2207.0000000000036
53.29999999999997,2655.6999511718786
50.0,3085.0000000000036
50.0,3487.1999511718786
50.0,3949.300000000004
471.7000122070315,3950.0000000000036
875.4000244140616,3950.0000000000036
1294.999951171874,3950.0000000000036
1851.4000244140616,3949.8000488281286
2279.0000000000036,3950.0000000000036
2706.1999511718786,3950.0000000000036
3112.0000000000036,3950.0000000000036
3514.0000000000036,3950.0000000000036
3950.0000000000036,3950.0000000000036
3950.0000000000036,3511.8660156250035
3950.0000000000036,3086.8999023437536
3950.0000000000036,2668.0000000000036
3950.0000000000036,2199.600048828129
3950.0000000000036,1780.0999755859366
3950.0000000000036,1352.0999755859366
3950.0000000000036,508.0000000000002
3950.0000000000036,923.7999877929678
3950.0000000000036,50.599999999999994
3538.3999023437536,50.0
3091.300000000004,51.19999999999999
2649.800000000004,52.699999999999974
2236.300000000004,53.899999999999935
1804.599999999999,50.89999999999999
1337.1999999999991,50.89999999999999
909.1660278320303,52.09999999999998
499.13300781250024,51.19999999999999
1990.999999999999,2430.0000000000036
3330.3999023437536,2430.1000976562536
1138.4999999999993,2425.7000000000035
2868.1000976562536,2436.3999023437536
1571.899975585937,2429.4000000000033
2413.0000000000036,2432.0000000000036
2877.199902343753,1123.9999755859367
2416.300000000004,1130.599999999999
1577.1000244140616,1587.6000244140616
1581.899999999999,1126.299999999999
694.099987792968,1447.299975585936
3197.0000000000036,3366.0000000000036
1434.599999999999,3295.8999511718785
3390.5000000000036,1022.7999877929678
